file,line,basis,text
basis_census_mentions.csv,32,123047,"run_aegean_vs_anatolian.log,104,123047,! 123825 SNPs remain after filtering. 123047 are polymorphic."
basis_census_mentions.csv,33,123825,"run_aegean_vs_anatolian.log,105,123825,ℹ Allele frequency matrix for 123825 SNPs and 13 populations is 22 MB"
basis_census_mentions.csv,34,137384,"run_anchor_calibration.log,2,137384,ℹ wide16_calib.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,35,137384,"run_anchor_calibration.log,144,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,36,123506,"run_anchor_calibration.log,145,123506,! 123506 SNPs remain after filtering. 122642 are polymorphic."
basis_census_mentions.csv,36,122642,"run_anchor_calibration.log,145,123506,! 123506 SNPs remain after filtering. 122642 are polymorphic."
basis_census_mentions.csv,37,123506,"run_anchor_calibration.log,145,122642,! 123506 SNPs remain after filtering. 122642 are polymorphic."
basis_census_mentions.csv,37,122642,"run_anchor_calibration.log,145,122642,! 123506 SNPs remain after filtering. 122642 are polymorphic."
basis_census_mentions.csv,38,123506,"run_anchor_calibration.log,146,123506,ℹ Allele frequency matrix for 123506 SNPs and 12 populations is 21 MB"
basis_census_mentions.csv,39,137384,"run_anchor_decisive.log,2,137384,ℹ wide16_anchors3.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,40,137384,"run_anchor_decisive.log,144,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,41,88619,"run_anchor_decisive.log,145,88619,! 88619 SNPs remain after filtering. 87524 are polymorphic."
basis_census_mentions.csv,41,87524,"run_anchor_decisive.log,145,88619,! 88619 SNPs remain after filtering. 87524 are polymorphic."
basis_census_mentions.csv,42,88619,"run_anchor_decisive.log,145,87524,! 88619 SNPs remain after filtering. 87524 are polymorphic."
basis_census_mentions.csv,42,87524,"run_anchor_decisive.log,145,87524,! 88619 SNPs remain after filtering. 87524 are polymorphic."
basis_census_mentions.csv,43,88619,"run_anchor_decisive.log,146,88619,ℹ Allele frequency matrix for 88619 SNPs and 11 populations is 14 MB"
basis_census_mentions.csv,44,137384,"run_anchor_headtohead.log,2,137384,ℹ wide16_anchors.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,45,137384,"run_anchor_headtohead.log,144,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,46,89799,"run_anchor_headtohead.log,145,89799,! 89799 SNPs remain after filtering. 88880 are polymorphic."
basis_census_mentions.csv,46,88880,"run_anchor_headtohead.log,145,89799,! 89799 SNPs remain after filtering. 88880 are polymorphic."
basis_census_mentions.csv,47,89799,"run_anchor_headtohead.log,145,88880,! 89799 SNPs remain after filtering. 88880 are polymorphic."
basis_census_mentions.csv,47,88880,"run_anchor_headtohead.log,145,88880,! 89799 SNPs remain after filtering. 88880 are polymorphic."
basis_census_mentions.csv,48,89799,"run_anchor_headtohead.log,146,89799,ℹ Allele frequency matrix for 89799 SNPs and 10 populations is 14 MB"
basis_census_mentions.csv,49,122704,"run_anchor_integrity_basis.txt,3,122704,basis_kumIN: 122704"
basis_census_mentions.csv,50,122702,"run_anchor_integrity_basis.txt,4,122702,basis_kumOUT: 122702"
basis_census_mentions.csv,51,137384,"run_anchor_robust.log,2,137384,ℹ merged_wide16_ba_canon.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,52,137384,"run_anchor_robust.log,144,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,53,125064,"run_anchor_robust.log,145,125064,! 125064 SNPs remain after filtering. 123452 are polymorphic."
basis_census_mentions.csv,53,123452,"run_anchor_robust.log,145,125064,! 125064 SNPs remain after filtering. 123452 are polymorphic."
basis_census_mentions.csv,54,125064,"run_anchor_robust.log,145,123452,! 125064 SNPs remain after filtering. 123452 are polymorphic."
basis_census_mentions.csv,54,123452,"run_anchor_robust.log,145,123452,! 125064 SNPs remain after filtering. 123452 are polymorphic."
basis_census_mentions.csv,55,125064,"run_anchor_robust.log,146,125064,ℹ Allele frequency matrix for 125064 SNPs and 9 populations is 18 MB"
basis_census_mentions.csv,56,137384,"run_ba_cline.log,2,137384,ℹ wide16_ebasplit.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,57,137384,"run_ba_cline.log,144,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,58,88621,"run_ba_cline.log,145,88621,! 88621 SNPs remain after filtering. 87612 are polymorphic."
basis_census_mentions.csv,58,87612,"run_ba_cline.log,145,88621,! 88621 SNPs remain after filtering. 87612 are polymorphic."
basis_census_mentions.csv,59,88621,"run_ba_cline.log,145,87612,! 88621 SNPs remain after filtering. 87612 are polymorphic."
basis_census_mentions.csv,59,87612,"run_ba_cline.log,145,87612,! 88621 SNPs remain after filtering. 87612 are polymorphic."
basis_census_mentions.csv,60,88621,"run_ba_cline.log,146,88621,ℹ Allele frequency matrix for 88621 SNPs and 11 populations is 14 MB"
basis_census_mentions.csv,61,137384,"run_ba_kinprune.log,2,137384,ℹ merged_wide16_ba_final.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,62,137384,"run_ba_kinprune.log,144,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,63,125076,"run_ba_kinprune.log,145,125076,! 125076 SNPs remain after filtering. 123612 are polymorphic."
basis_census_mentions.csv,63,123612,"run_ba_kinprune.log,145,125076,! 125076 SNPs remain after filtering. 123612 are polymorphic."
basis_census_mentions.csv,64,125076,"run_ba_kinprune.log,145,123612,! 125076 SNPs remain after filtering. 123612 are polymorphic."
basis_census_mentions.csv,64,123612,"run_ba_kinprune.log,145,123612,! 125076 SNPs remain after filtering. 123612 are polymorphic."
basis_census_mentions.csv,65,125076,"run_ba_kinprune.log,146,125076,ℹ Allele frequency matrix for 125076 SNPs and 9 populations is 18 MB"
basis_census_mentions.csv,66,25026,"run_ba_kinprune.log,168,25026,ℹ wide16_yamprune25026.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,66,137384,"run_ba_kinprune.log,168,25026,ℹ wide16_yamprune25026.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,67,25026,"run_ba_kinprune.log,168,137384,ℹ wide16_yamprune25026.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,67,137384,"run_ba_kinprune.log,168,137384,ℹ wide16_yamprune25026.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,68,137384,"run_ba_kinprune.log,310,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,69,125076,"run_ba_kinprune.log,311,125076,! 125076 SNPs remain after filtering. 123602 are polymorphic."
basis_census_mentions.csv,69,123602,"run_ba_kinprune.log,311,125076,! 125076 SNPs remain after filtering. 123602 are polymorphic."
basis_census_mentions.csv,70,125076,"run_ba_kinprune.log,311,123602,! 125076 SNPs remain after filtering. 123602 are polymorphic."
basis_census_mentions.csv,70,123602,"run_ba_kinprune.log,311,123602,! 125076 SNPs remain after filtering. 123602 are polymorphic."
basis_census_mentions.csv,71,125076,"run_ba_kinprune.log,312,125076,ℹ Allele frequency matrix for 125076 SNPs and 9 populations is 18 MB"
basis_census_mentions.csv,72,137384,"run_ba_kinprune.log,334,137384,ℹ wide16_yamprune0443.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,73,137384,"run_ba_kinprune.log,476,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,74,125076,"run_ba_kinprune.log,477,125076,! 125076 SNPs remain after filtering. 123591 are polymorphic."
basis_census_mentions.csv,74,123591,"run_ba_kinprune.log,477,125076,! 125076 SNPs remain after filtering. 123591 are polymorphic."
basis_census_mentions.csv,75,125076,"run_ba_kinprune.log,477,123591,! 125076 SNPs remain after filtering. 123591 are polymorphic."
basis_census_mentions.csv,75,123591,"run_ba_kinprune.log,477,123591,! 125076 SNPs remain after filtering. 123591 are polymorphic."
basis_census_mentions.csv,76,125076,"run_ba_kinprune.log,478,125076,ℹ Allele frequency matrix for 125076 SNPs and 9 populations is 18 MB"
basis_census_mentions.csv,77,137384,"run_ba_natufian2.log,2,137384,ℹ merged_wide16_ba_final.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,78,137384,"run_ba_natufian2.log,144,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,79,44234,"run_ba_natufian2.log,145,44234,! 44234 SNPs remain after filtering. 43788 are polymorphic."
basis_census_mentions.csv,79,43788,"run_ba_natufian2.log,145,44234,! 44234 SNPs remain after filtering. 43788 are polymorphic."
basis_census_mentions.csv,80,44234,"run_ba_natufian2.log,145,43788,! 44234 SNPs remain after filtering. 43788 are polymorphic."
basis_census_mentions.csv,80,43788,"run_ba_natufian2.log,145,43788,! 44234 SNPs remain after filtering. 43788 are polymorphic."
basis_census_mentions.csv,81,44234,"run_ba_natufian2.log,146,44234,ℹ Allele frequency matrix for 44234 SNPs and 10 populations is 7 MB"
basis_census_mentions.csv,82,137384,"run_ba_natufian2.log,184,137384,ℹ wide16_ebasplit.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,83,137384,"run_ba_natufian2.log,326,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,84,36166,"run_ba_natufian2.log,327,36166,! 36166 SNPs remain after filtering. 35732 are polymorphic."
basis_census_mentions.csv,84,35732,"run_ba_natufian2.log,327,36166,! 36166 SNPs remain after filtering. 35732 are polymorphic."
basis_census_mentions.csv,85,36166,"run_ba_natufian2.log,327,35732,! 36166 SNPs remain after filtering. 35732 are polymorphic."
basis_census_mentions.csv,85,35732,"run_ba_natufian2.log,327,35732,! 36166 SNPs remain after filtering. 35732 are polymorphic."
basis_census_mentions.csv,86,36166,"run_ba_natufian2.log,328,36166,ℹ Allele frequency matrix for 36166 SNPs and 10 populations is 5 MB"
basis_census_mentions.csv,87,137384,"run_bronze_age_canonical.log,2,137384,ℹ merged_wide16_ba_canon.geno has 1062 samples and 137384 SNPs"
basis_census_mentions.csv,88,137384,"run_bronze_age_canonical.log,144,137384,✔ 137384 SNPs read in total"
basis_census_mentions.csv,89,125076,"run_bronze_age_canonical.log,145,125076,! 125076 SNPs remain after filtering. 123602 are polymorphic."
basis_census_mentions.csv,89,123602,"run_bronze_age_canonical.log,145,125076,! 125076 SNPs remain after filtering. 123602 are polymorphic."
basis_census_mentions.csv,90,125076,"run_bronze_age_canonical.log,145,123602,! 125076 SNPs remain after filtering. 123602 are polymorphic."
basis_census_mentions.csv,90,123602,"run_bronze_age_canonical.log,145,123602,! 125076 SNPs remain after filtering. 123602 are polymorphic."
basis_census_mentions.csv,91,125076,"run_bronze_age_canonical.log,146,125076,ℹ Allele frequency matrix for 125076 SNPs and 9 populations is 18 MB"
basis_census_mentions.csv,92,137384,"run_composition_decomp.log,102,137384,ℹ postBA_arb.geno has 443 samples and 137384 SNPs"
basis_census_mentions.csv,93,123510,"run_composition_decomp.log,104,123510,! 123510 SNPs remain after filtering. 122804 are polymorphic."
basis_census_mentions.csv,93,122804,"run_composition_decomp.log,104,123510,! 123510 SNPs remain after filtering. 122804 are polymorphic."
basis_census_mentions.csv,94,123510,"run_composition_decomp.log,104,122804,! 123510 SNPs remain after filtering. 122804 are polymorphic."
basis_census_mentions.csv,94,122804,"run_composition_decomp.log,104,122804,! 123510 SNPs remain after filtering. 122804 are polymorphic."
basis_census_mentions.csv,95,123510,"run_composition_decomp.log,105,123510,ℹ Allele frequency matrix for 123510 SNPs and 14 populations is 23 MB"
basis_census_mentions.csv,96,124362,"run_eastern_term_v2_basis.txt,6,124362,""PART 2 (required)      CORE extract      10 pops  124,362 SNPs"""
basis_census_mentions.csv,97,124362,"run_eastern_term_v2_basis.txt,7,124362,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,97,102314,"run_eastern_term_v2_basis.txt,7,124362,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,97,101706,"run_eastern_term_v2_basis.txt,7,124362,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,98,124362,"run_eastern_term_v2_basis.txt,7,102314,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,98,102314,"run_eastern_term_v2_basis.txt,7,102314,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,98,101706,"run_eastern_term_v2_basis.txt,7,102314,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,99,124362,"run_eastern_term_v2_basis.txt,7,101706,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,99,102314,"run_eastern_term_v2_basis.txt,7,101706,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,99,101706,"run_eastern_term_v2_basis.txt,7,101706,""PART 3 (exhibit)       core / +epi / all 124,362 / 102,314 / 101,706 SNPs"""
basis_census_mentions.csv,100,101706,"run_eastern_term_v2_basis.txt,8,101706,""PART 4 (eastern)       COMMON extract    14 pops  101,706 SNPs  [DEGRADED]"""
basis_census_mentions.csv,101,121107,"run_eastern_term_v2_basis.txt,10,121107,""PART 6 (qpWave)        MINIMAL extract   121,107 SNPs"""
basis_census_mentions.csv,102,121107,"run_eastern_term_v2_qpwave.txt,4,121107,qpwave_basis_snps: 121107"
basis_census_mentions.csv,103,137384,"run_f4_negative_control.log,102,137384,ℹ postBA_arb.geno has 443 samples and 137384 SNPs"
basis_census_mentions.csv,104,124944,"run_f4_negative_control.log,104,124944,! 124944 SNPs remain after filtering. 124198 are polymorphic."
basis_census_mentions.csv,104,124198,"run_f4_negative_control.log,104,124944,! 124944 SNPs remain after filtering. 124198 are polymorphic."
basis_census_mentions.csv,105,124944,"run_f4_negative_control.log,104,124198,! 124944 SNPs remain after filtering. 124198 are polymorphic."
basis_census_mentions.csv,105,124198,"run_f4_negative_control.log,104,124198,! 124944 SNPs remain after filtering. 124198 are polymorphic."
basis_census_mentions.csv,106,124944,"run_f4_negative_control.log,105,124944,ℹ Allele frequency matrix for 124944 SNPs and 13 populations is 22 MB"
basis_census_mentions.csv,107,1233013,"run_minoan_split_clean.log,141,1233013,ℹ panel_site.geno has 192 samples and 1233013 SNPs"
basis_census_mentions.csv,108,1038102,"run_minoan_split_clean.log,143,1038102,! 1038102 SNPs remain after filtering. 950383 are polymorphic."
basis_census_mentions.csv,108,950383,"run_minoan_split_clean.log,143,1038102,! 1038102 SNPs remain after filtering. 950383 are polymorphic."
basis_census_mentions.csv,109,1038102,"run_minoan_split_clean.log,143,950383,! 1038102 SNPs remain after filtering. 950383 are polymorphic."
basis_census_mentions.csv,109,950383,"run_minoan_split_clean.log,143,950383,! 1038102 SNPs remain after filtering. 950383 are polymorphic."
basis_census_mentions.csv,110,1038102,"run_minoan_split_clean.log,144,1038102,ℹ Allele frequency matrix for 1038102 SNPs and 8 populations is 141 MB"
basis_census_mentions.csv,111,1233013,"run_minoan_split_clean.log,279,1233013,ℹ panel_date.geno has 201 samples and 1233013 SNPs"
basis_census_mentions.csv,112,1042205,"run_minoan_split_clean.log,281,1042205,! 1042205 SNPs remain after filtering. 955096 are polymorphic."
basis_census_mentions.csv,112,955096,"run_minoan_split_clean.log,281,1042205,! 1042205 SNPs remain after filtering. 955096 are polymorphic."
basis_census_mentions.csv,113,1042205,"run_minoan_split_clean.log,281,955096,! 1042205 SNPs remain after filtering. 955096 are polymorphic."
basis_census_mentions.csv,113,955096,"run_minoan_split_clean.log,281,955096,! 1042205 SNPs remain after filtering. 955096 are polymorphic."
basis_census_mentions.csv,114,1042205,"run_minoan_split_clean.log,282,1042205,ℹ Allele frequency matrix for 1042205 SNPs and 8 populations is 142 MB"
basis_census_mentions.csv,115,33000,"run_minoan_split_clean.log,316,33000,""its own model never used, which cost ~33,000 SNPs;"""
basis_census_mentions.csv,116,950383,"run_minoan_split_clean.log,322,950383,""site   : REJECTS at p = 3.176e-08 on 950,383 SNPs"""
basis_census_mentions.csv,117,955096,"run_minoan_split_clean.log,323,955096,""date   : REJECTS at p = 4.1621e-10 on 955,096 SNPs"""
basis_census_mentions.csv,118,950383,"run_minoan_split_clean.txt,19,950383,basis: 950383"
basis_census_mentions.csv,119,955096,"run_minoan_split_clean.txt,28,955096,basis: 955096"
basis_census_mentions.csv,120,142250,"run_pvalue_pathology.log,102,142250,ℹ postBA_west.geno has 400 samples and 142250 SNPs"
basis_census_mentions.csv,121,123825,"run_pvalue_pathology.log,104,123825,! 123825 SNPs remain after filtering. 122784 are polymorphic."
basis_census_mentions.csv,121,122784,"run_pvalue_pathology.log,104,123825,! 123825 SNPs remain after filtering. 122784 are polymorphic."
basis_census_mentions.csv,122,123825,"run_pvalue_pathology.log,104,122784,! 123825 SNPs remain after filtering. 122784 are polymorphic."
basis_census_mentions.csv,122,122784,"run_pvalue_pathology.log,104,122784,! 123825 SNPs remain after filtering. 122784 are polymorphic."
basis_census_mentions.csv,123,123825,"run_pvalue_pathology.log,105,123825,ℹ Allele frequency matrix for 123825 SNPs and 12 populations is 21 MB"
basis_census_mentions.csv,124,137384,"run_rotating.log,102,137384,ℹ postBA_arb.geno has 443 samples and 137384 SNPs"
basis_census_mentions.csv,125,123510,"run_rotating.log,104,123510,! 123510 SNPs remain after filtering. 122892 are polymorphic."
basis_census_mentions.csv,125,122892,"run_rotating.log,104,123510,! 123510 SNPs remain after filtering. 122892 are polymorphic."
basis_census_mentions.csv,126,123510,"run_rotating.log,104,122892,! 123510 SNPs remain after filtering. 122892 are polymorphic."
basis_census_mentions.csv,126,122892,"run_rotating.log,104,122892,! 123510 SNPs remain after filtering. 122892 are polymorphic."
basis_census_mentions.csv,127,123510,"run_rotating.log,105,123510,ℹ Allele frequency matrix for 123510 SNPs and 15 populations is 24 MB"
basis_census_mentions.csv,128,142250,"run_test3.log,102,142250,ℹ postBA_west.geno has 400 samples and 142250 SNPs"
basis_census_mentions.csv,129,123814,"run_test3.log,104,123814,! 123814 SNPs remain after filtering. 122969 are polymorphic."
basis_census_mentions.csv,129,122969,"run_test3.log,104,123814,! 123814 SNPs remain after filtering. 122969 are polymorphic."
basis_census_mentions.csv,130,123814,"run_test3.log,104,122969,! 123814 SNPs remain after filtering. 122969 are polymorphic."
basis_census_mentions.csv,130,122969,"run_test3.log,104,122969,! 123814 SNPs remain after filtering. 122969 are polymorphic."
basis_census_mentions.csv,131,123814,"run_test3.log,105,123814,ℹ Allele frequency matrix for 123814 SNPs and 13 populations is 22 MB"
basis_census_mentions.csv,132,124252,"run_test3.log,232,124252,""This p is BASIS-DEPENDENT: 0.0146 at 124,252 SNPs; 0.0113 at 122,969."""
basis_census_mentions.csv,132,122969,"run_test3.log,232,124252,""This p is BASIS-DEPENDENT: 0.0146 at 124,252 SNPs; 0.0113 at 122,969."""
basis_census_mentions.csv,133,124252,"run_test3.log,232,122969,""This p is BASIS-DEPENDENT: 0.0146 at 124,252 SNPs; 0.0113 at 122,969."""
basis_census_mentions.csv,133,122969,"run_test3.log,232,122969,""This p is BASIS-DEPENDENT: 0.0146 at 124,252 SNPs; 0.0113 at 122,969."""
basis_census_mentions.csv,134,88776,"run_anchor_integrity.log,17,88776,""[f2_ai_sites]  9 pops  706 blocks  88,776 SNPs"""
basis_census_mentions.csv,135,121732,"run_anchor_integrity.log,35,121732,""[f2_ai_dates]  8 pops  708 blocks  121,732 SNPs"""
basis_census_mentions.csv,136,122365,"run_anchor_integrity.log,46,122365,""[f2_ai_lm3]  9 pops  708 blocks  122,365 SNPs"""
basis_census_mentions.csv,137,122704,"run_anchor_integrity.log,58,122704,""[f2_ai_kumIN]  10 pops  708 blocks  122,704 SNPs"""
basis_census_mentions.csv,138,122702,"run_anchor_integrity.log,59,122702,""[f2_ai_kumOUT]  10 pops  708 blocks  122,702 SNPs"""
basis_census_mentions.csv,139,122704,"run_anchor_integrity.log,65,122704,""Turkey_N_QC (34, Kumtepe IN) [122,704 SNPs]  60.1 / 26.2 / 13.7   p = 0.7749"""
basis_census_mentions.csv,140,122702,"run_anchor_integrity.log,71,122702,""Turkey_N_QC (33, Kumtepe OUT) [122,702 SNPs]  60.0 / 26.2 / 13.7   p = 0.7669"""
basis_census_mentions.csv,141,123405,"run_anchor_integrity.log,83,123405,""[f2_ai_ig]  8 pops  709 blocks  123,405 SNPs"""
basis_census_mentions.csv,142,124362,"run_chisq_calibration.log,14,124362,""Extracting the core on the FULL panel. It MUST return 124,362 SNPs."""
basis_census_mentions.csv,143,124362,"run_chisq_calibration.log,15,124362,""core basis: 124,362 SNPs, 709 blocks"""
basis_census_mentions.csv,144,137384,"run_chisq_calibration.log,38,137384,""Panel has 137,384 SNPs on disk."""
basis_census_mentions.csv,145,102261,"run_chisq_calibration.log,52,102261,""rep  1  basis 102,261  |  Eneo chi2  10.94 (p 0.0272)  |  Yam chi2   9.53 (p 0.0491)  [3s]"""
basis_census_mentions.csv,146,102305,"run_chisq_calibration.log,61,102305,""rep  2  basis 102,305  |  Eneo chi2  13.73 (p 0.0082)  |  Yam chi2  12.32 (p 0.0151)  [4s]"""
basis_census_mentions.csv,147,102327,"run_chisq_calibration.log,70,102327,""rep  3  basis 102,327  |  Eneo chi2  10.08 (p 0.0392)  |  Yam chi2   8.82 (p 0.0657)  [3s]"""
basis_census_mentions.csv,148,102216,"run_chisq_calibration.log,79,102216,""rep  4  basis 102,216  |  Eneo chi2  12.60 (p 0.0134)  |  Yam chi2  11.05 (p 0.0261)  [3s]"""
basis_census_mentions.csv,149,102346,"run_chisq_calibration.log,88,102346,""rep  5  basis 102,346  |  Eneo chi2  13.34 (p 0.0097)  |  Yam chi2  11.75 (p 0.0193)  [4s]"""
